date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:09:28	559449/559449	---M--	200	added ('OK')	image/jpeg	date:Tue,%2031%20May%202016%2011:30:35%20GMT	https://www.cafezouk.com/images/hero-img/2.jpg	C:/My%20Web%20Sites/hotnroll/www.cafezouk.com/images/hero-img/2.jpg	(from https://www.cafezouk.com/css/style.css)
21:09:29	232890/232890	---M--	200	added ('OK')	image/jpeg	date:Tue,%2031%20May%202016%2011:31:31%20GMT	https://www.cafezouk.com/images/hero-img/separatore-indulge.jpg	C:/My%20Web%20Sites/hotnroll/www.cafezouk.com/images/hero-img/separatore-indulge.jpg	(from https://www.cafezouk.com/css/style.css)
21:09:30	259178/259178	---M--	200	added ('OK')	image/jpeg	date:Tue,%2031%20May%202016%2011:31:34%20GMT	https://www.cafezouk.com/images/hero-img/separatore-main.jpg	C:/My%20Web%20Sites/hotnroll/www.cafezouk.com/images/hero-img/separatore-main.jpg	(from https://www.cafezouk.com/css/style.css)
21:09:31	64710/64710	---M--	200	added ('OK')	image/png	date:Tue,%2031%20May%202016%2011:37:21%20GMT	https://www.cafezouk.com/images/pattern/pattern-dot.png	C:/My%20Web%20Sites/hotnroll/www.cafezouk.com/images/pattern/pattern-dot.png	(from https://www.cafezouk.com/css/style.css)
21:09:33	430680/430680	---M--	200	added ('OK')	image/jpeg	date:Tue,%2031%20May%202016%2011:31:28%20GMT	https://www.cafezouk.com/images/hero-img/separatore-drink.jpg	C:/My%20Web%20Sites/hotnroll/www.cafezouk.com/images/hero-img/separatore-drink.jpg	(from https://www.cafezouk.com/css/style.css)
21:09:33	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Dec%202023%2016:09:32%20GMT	https://www.cafezouk.com/images/grid.png	C:/My%20Web%20Sites/hotnroll/www.cafezouk.com/images/grid.png	(from https://www.cafezouk.com/css/style.css)
21:09:35	88203/88203	---M--	200	added ('OK')	image/jpeg	date:Tue,%2031%20May%202016%2011:37:18%20GMT	https://www.cafezouk.com/images/pattern/pattern-dark.jpg	C:/My%20Web%20Sites/hotnroll/www.cafezouk.com/images/pattern/pattern-dark.jpg	(from https://www.cafezouk.com/css/style.css)
21:09:35	177810/177810	---M--	200	added ('OK')	image/png	date:Tue,%2031%20May%202016%2011:37:16%20GMT	https://www.cafezouk.com/images/pattern/bg-texture-white.png	C:/My%20Web%20Sites/hotnroll/www.cafezouk.com/images/pattern/bg-texture-white.png	(from https://www.cafezouk.com/css/style.css)
21:09:36	270137/270137	---M--	200	added ('OK')	image/png	date:Tue,%2031%20May%202016%2011:38:01%20GMT	https://www.cafezouk.com/images/scene/cap.png	C:/My%20Web%20Sites/hotnroll/www.cafezouk.com/images/scene/cap.png	(from https://www.cafezouk.com/css/style.css)
21:09:36	264964/264964	---M--	200	added ('OK')	image/png	date:Tue,%2031%20May%202016%2011:38:18%20GMT	https://www.cafezouk.com/images/scene/iphone.png	C:/My%20Web%20Sites/hotnroll/www.cafezouk.com/images/scene/iphone.png	(from https://www.cafezouk.com/css/style.css)
21:09:37	275002/275002	---M--	200	added ('OK')	image/png	date:Tue,%2031%20May%202016%2011:38:05%20GMT	https://www.cafezouk.com/images/scene/crumbs.png	C:/My%20Web%20Sites/hotnroll/www.cafezouk.com/images/scene/crumbs.png	(from https://www.cafezouk.com/css/style.css)
21:09:40	505468/505468	---M--	200	added ('OK')	image/png	date:Tue,%2031%20May%202016%2011:37:49%20GMT	https://www.cafezouk.com/images/scene/bread.png	C:/My%20Web%20Sites/hotnroll/www.cafezouk.com/images/scene/bread.png	(from https://www.cafezouk.com/css/style.css)
21:09:40	527658/527658	---M--	200	added ('OK')	image/png	date:Tue,%2031%20May%202016%2011:38:14%20GMT	https://www.cafezouk.com/images/scene/flour.png	C:/My%20Web%20Sites/hotnroll/www.cafezouk.com/images/scene/flour.png	(from https://www.cafezouk.com/css/style.css)
21:09:41	291420/291420	---M--	200	added ('OK')	image/png	date:Tue,%2031%20May%202016%2011:38:10%20GMT	https://www.cafezouk.com/images/scene/flour-glass.png	C:/My%20Web%20Sites/hotnroll/www.cafezouk.com/images/scene/flour-glass.png	(from https://www.cafezouk.com/css/style.css)
21:09:47	266252/266252	---M--	200	added ('OK')	image/png	date:Tue,%2031%20May%202016%2011:38:27%20GMT	https://www.cafezouk.com/images/scene/wood-spoon.png	C:/My%20Web%20Sites/hotnroll/www.cafezouk.com/images/scene/wood-spoon.png	(from https://www.cafezouk.com/css/style.css)
21:09:47	433964/433964	---M--	200	added ('OK')	image/png	date:Tue,%2031%20May%202016%2011:38:23%20GMT	https://www.cafezouk.com/images/scene/spatula.png	C:/My%20Web%20Sites/hotnroll/www.cafezouk.com/images/scene/spatula.png	(from https://www.cafezouk.com/css/style.css)
21:09:47	446650/446650	---M--	200	added ('OK')	image/png	date:Tue,%2031%20May%202016%2011:37:58%20GMT	https://www.cafezouk.com/images/scene/breadroll-02.png	C:/My%20Web%20Sites/hotnroll/www.cafezouk.com/images/scene/breadroll-02.png	(from https://www.cafezouk.com/css/style.css)
21:09:47	456066/456066	---M--	200	added ('OK')	image/png	date:Tue,%2031%20May%202016%2011:37:53%20GMT	https://www.cafezouk.com/images/scene/breadroll-01.png	C:/My%20Web%20Sites/hotnroll/www.cafezouk.com/images/scene/breadroll-01.png	(from https://www.cafezouk.com/css/style.css)
21:09:48	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Dec%202023%2016:09:47%20GMT	https://www.cafezouk.com/css/images/bx_loader.gif	C:/My%20Web%20Sites/hotnroll/www.cafezouk.com/css/images/bx_loader.96.delayed	(from https://www.cafezouk.com/css/style.css)
21:09:49	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Dec%202023%2016:09:48%20GMT	https://www.cafezouk.com/css/images/controls.png	C:/My%20Web%20Sites/hotnroll/www.cafezouk.com/css/images/controls.png	(from https://www.cafezouk.com/css/style.css)
21:09:49	4178/4178	---M--	200	added ('OK')	image/gif	date:Tue,%2031%20May%202016%2011:29:14%20GMT	https://www.cafezouk.com/images/cbp-loading-popup.gif	C:/My%20Web%20Sites/hotnroll/www.cafezouk.com/images/cbp-loading-popup.gif	(from https://www.cafezouk.com/css/style.css)
21:09:49	2893/2893	---M--	200	added ('OK')	image/png	date:Tue,%2031%20May%202016%2011:30:24%20GMT	https://www.cafezouk.com/images/grab.png	C:/My%20Web%20Sites/hotnroll/www.cafezouk.com/images/grab.png	(from https://www.cafezouk.com/css/style.css)
21:09:50	2868/2868	---M--	200	added ('OK')	image/png	date:Tue,%2031%20May%202016%2011:30:25%20GMT	https://www.cafezouk.com/images/grabbing.png	C:/My%20Web%20Sites/hotnroll/www.cafezouk.com/images/grabbing.png	(from https://www.cafezouk.com/css/style.css)
21:09:50	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Dec%202023%2016:09:49%20GMT	https://www.cafezouk.com/css/owl.video.play.png	C:/My%20Web%20Sites/hotnroll/www.cafezouk.com/css/owl.video.play.png	(from https://www.cafezouk.com/css/style.css)
21:09:50	1737/1737	---M--	200	added ('OK')	image/gif	date:Tue,%2031%20May%202016%2011:29:13%20GMT	https://www.cafezouk.com/images/ajax-loader.gif	C:/My%20Web%20Sites/hotnroll/www.cafezouk.com/images/ajax-loader.gif	(from https://www.cafezouk.com/css/style.css)
21:09:51	373/373	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2031%20May%202016%2011:29:15%20GMT	https://www.cafezouk.com/images/cd-arrow.svg	C:/My%20Web%20Sites/hotnroll/www.cafezouk.com/images/cd-arrow.svg	(from https://www.cafezouk.com/css/style.css)
21:09:52	206749/206749	---M-Z	200	added ('OK')	application/x-javascript	date:Tue,%2019%20Dec%202023%2016:09:50%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/My%20Web%20Sites/hotnroll/connect.facebook.net/en_US/fbevents.js	(from https://www.cafezouk.com/order-online.html)
21:09:52	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Dec%202023%2016:09:51%20GMT	https://www.cafezouk.com/food-menu/css/style.css	C:/My%20Web%20Sites/hotnroll/www.cafezouk.com/food-menu/css/style.css	(from https://www.cafezouk.com/food-menu/item-1.html)
21:09:52	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Dec%202023%2016:09:51%20GMT	https://www.cafezouk.com/food-menu/js/modernizr.js	C:/My%20Web%20Sites/hotnroll/www.cafezouk.com/food-menu/js/modernizr.js	(from https://www.cafezouk.com/food-menu/item-1.html)
21:09:53	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Dec%202023%2016:09:51%20GMT	https://www.cafezouk.com/food-menu/css/reset.css	C:/My%20Web%20Sites/hotnroll/www.cafezouk.com/food-menu/css/reset.css	(from https://www.cafezouk.com/food-menu/item-2.html)
21:09:53	83/83	---M--	409	error ('Conflict')	text/html	date:Tue,%2019%20Dec%202023%2016:09:52%20GMT	https://www.cafezouk.com/images/contact/reserve-sign-h.jpg	C:/My%20Web%20Sites/hotnroll/www.cafezouk.com/images/contact/reserve-sign-h.html	(from https://www.cafezouk.com/)
21:09:54	83/83	---M--	409	error ('Conflict')	text/html	date:Tue,%2019%20Dec%202023%2016:09:53%20GMT	https://www.cafezouk.com/images/contact/reserve-h.jpg	C:/My%20Web%20Sites/hotnroll/www.cafezouk.com/images/contact/reserve-h.jpg	(from https://www.cafezouk.com/)
21:09:55	45833/45833	---M--	200	added ('OK')	application/javascript	date:Tue,%2031%20May%202016%2011:39:48%20GMT	https://www.cafezouk.com/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/hotnroll/www.cafezouk.com/js/jquery.magnific-popup.min.js	(from https://www.cafezouk.com/)
21:09:55	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Dec%202023%2016:09:54%20GMT	https://www.cafezouk.com/POST	C:/My%20Web%20Sites/hotnroll/www.cafezouk.com/POST.a3.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
21:09:56	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Dec%202023%2016:09:55%20GMT	https://www.cafezouk.com/b.resolvedLink	C:/My%20Web%20Sites/hotnroll/www.cafezouk.com/b.resolvedLink	(from https://connect.facebook.net/en_US/fbevents.js)
21:09:56	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Dec%202023%2016:09:55%20GMT	https://www.cafezouk.com/schema.org/	C:/My%20Web%20Sites/hotnroll/www.cafezouk.com/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
21:09:56	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2019%20Dec%202023%2016:09:55%20GMT	https://www.cafezouk.com/signals/iwl.js	C:/My%20Web%20Sites/hotnroll/www.cafezouk.com/signals/iwl.js	(from https://connect.facebook.net/en_US/fbevents.js)
21:09:56	83/83	---M--	409	error ('Conflict')	text/html	date:Tue,%2019%20Dec%202023%2016:09:55%20GMT	https://www.cafezouk.com/images/contact/reserve-h.jpg	C:/My%20Web%20Sites/hotnroll/www.cafezouk.com/images/contact/reserve-h.jpg	(from https://www.cafezouk.com/)
21:09:56	83/83	---M--	409	error ('Conflict')	text/html	date:Tue,%2019%20Dec%202023%2016:09:55%20GMT	https://www.cafezouk.com/images/contact/reserve-sign-h.jpg	C:/My%20Web%20Sites/hotnroll/www.cafezouk.com/images/contact/reserve-sign-h.html	(from https://www.cafezouk.com/)
